Category,Address,Name,Tag,Source
Project,0x51B039b9AFE64B78758f8Ef091211b5387eA717c,Aave,stableDebtTokenAddress WBTC,https://aave.github.io/aave-addresses/mainnet.json
Project,0x4e977830ba4bd783C0BB7F15d3e243f73FF57121,Aave,stableDebtTokenAddress WETH,https://aave.github.io/aave-addresses/mainnet.json
Project,0xca823F78C2Dd38993284bb42Ba9b14152082F7BD,Aave,stableDebtTokenAddress YFI,https://aave.github.io/aave-addresses/mainnet.json
Project,0x071B4323a24E73A5afeEbe34118Cd21B8FAAF7C3,Aave,stableDebtTokenAddress ZRX,https://aave.github.io/aave-addresses/mainnet.json
Project,0xD939F7430dC8D5a427f156dE1012A56C18AcB6Aa,Aave,stableDebtTokenAddress UNI,https://aave.github.io/aave-addresses/mainnet.json
Project,0x079D6a3E844BcECf5720478A718Edb6575362C5f,Aave,stableDebtTokenAddress AAVE,https://aave.github.io/aave-addresses/mainnet.json
Project,0x277f8676FAcf4dAA5a6EA38ba511B7F65AA02f9F,Aave,stableDebtTokenAddress BAT,https://aave.github.io/aave-addresses/mainnet.json
Project,0x4A7A63909A72D268b1D8a93a9395d098688e0e5C,Aave,stableDebtTokenAddress BUSD,https://aave.github.io/aave-addresses/mainnet.json
Project,0x778A13D3eeb110A4f7bb6529F99c000119a08E92,Aave,stableDebtTokenAddress DAI,https://aave.github.io/aave-addresses/mainnet.json
Project,0x943DcCA156b5312Aa24c1a08769D67FEce4ac14C,Aave,stableDebtTokenAddress ENJ,https://aave.github.io/aave-addresses/mainnet.json
Project,0x9915dfb872778B2890a117DA1F35F335eb06B54f,Aave,stableDebtTokenAddress KNC,https://aave.github.io/aave-addresses/mainnet.json
Project,0xFB4AEc4Cc858F2539EBd3D37f2a43eAe5b15b98a,Aave,stableDebtTokenAddress LINK,https://aave.github.io/aave-addresses/mainnet.json
Project,0xD86C74eA2224f4B8591560652b50035E4e5c0a3b,Aave,stableDebtTokenAddress MANA,https://aave.github.io/aave-addresses/mainnet.json
Project,0xC01C8E4b12a89456a9fD4e4e75B72546Bf53f0B5,Aave,stableDebtTokenAddress MKR,https://aave.github.io/aave-addresses/mainnet.json
Project,0x3356Ec1eFA75d9D150Da1EC7d944D9EDf73703B7,Aave,stableDebtTokenAddress REN,https://aave.github.io/aave-addresses/mainnet.json
Project,0x8575c8ae70bDB71606A53AeA1c6789cB0fBF3166,Aave,stableDebtTokenAddress SNX,https://aave.github.io/aave-addresses/mainnet.json
Project,0x30B0f7324feDF89d8eff397275F8983397eFe4af,Aave,stableDebtTokenAddress sUSD,https://aave.github.io/aave-addresses/mainnet.json
